rule,tau,precision,recall,f1,tp,fp,fn
R1_max_merge,0.0,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.01,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.02,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.03,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.04,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.05,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.06,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.07,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.08,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.09,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.1,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.11,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.12,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.13,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.14,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.15,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.16,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.17,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.18,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.19,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.2,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.21,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.22,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.23,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.24,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.25,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.26,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.27,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.28,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.29,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.3,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.31,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.32,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.33,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.34,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.35,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.36,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.37,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.38,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.39,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.4,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.41,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.42,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.43,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.44,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.45,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.46,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.47,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.48,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.49,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.5,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.51,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.52,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.53,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.54,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.55,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.56,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.57,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.58,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.59,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.6,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.61,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.62,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.63,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.64,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.65,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.66,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.67,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.68,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.69,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.7,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.71,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.72,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.73,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.74,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.75,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.76,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.77,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.78,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.79,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.8,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R1_max_merge,0.81,0.4597594819611471,1.0,0.6299112801013942,497,584,0
R1_max_merge,0.82,0.4597594819611471,1.0,0.6299112801013942,497,584,0
R1_max_merge,0.83,0.4597594819611471,1.0,0.6299112801013942,497,584,0
R1_max_merge,0.84,0.4597594819611471,1.0,0.6299112801013942,497,584,0
R1_max_merge,0.85,0.4597594819611471,1.0,0.6299112801013942,497,584,0
R1_max_merge,0.86,0.47019867549668876,1.0,0.6396396396396397,497,560,0
R1_max_merge,0.87,0.47019867549668876,1.0,0.6396396396396397,497,560,0
R1_max_merge,0.88,0.47019867549668876,1.0,0.6396396396396397,497,560,0
R1_max_merge,0.89,0.4706439393939394,1.0,0.6400515132002575,497,559,0
R1_max_merge,0.9,0.4706439393939394,1.0,0.6400515132002575,497,559,0
R1_max_merge,0.91,0.4715370018975332,1.0,0.6408768536428111,497,557,0
R1_max_merge,0.92,0.5139607032057911,1.0,0.6789617486338798,497,470,0
R1_max_merge,0.93,0.5187891440501043,1.0,0.6831615120274914,497,461,0
R1_max_merge,0.94,0.5209643605870021,1.0,0.6850447966919365,497,457,0
R1_max_merge,0.95,0.523709167544784,1.0,0.6874135546334716,497,452,0
R1_max_merge,0.96,0.5321199143468951,1.0,0.6946191474493362,497,437,0
R1_max_merge,0.97,0.5344086021505376,1.0,0.6965662228451297,497,433,0
R1_max_merge,0.98,0.5344086021505376,1.0,0.6965662228451297,497,433,0
R1_max_merge,0.99,0.5,0.014084507042253521,0.027397260273972605,7,7,490
R1_max_merge,1.0,0.5,0.014084507042253521,0.027397260273972605,7,7,490
R2_published,0.0,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R2_published,0.01,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R2_published,0.02,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R2_published,0.03,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R2_published,0.04,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R2_published,0.05,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R2_published,0.06,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R2_published,0.07,0.4568014705882353,1.0,0.6271293375394321,497,591,0
R2_published,0.08,0.45722171113155474,1.0,0.6275252525252526,497,590,0
R2_published,0.09,0.4576427255985267,1.0,0.6279216677195198,497,589,0
R2_published,0.1,0.4576427255985267,1.0,0.6279216677195198,497,589,0
R2_published,0.11,0.4584870848708487,1.0,0.6287160025300443,497,587,0
R2_published,0.12,0.4597594819611471,1.0,0.6299112801013942,497,584,0
R2_published,0.13,0.46361940298507465,1.0,0.6335245379222435,497,575,0
R2_published,0.14,0.46405228758169936,1.0,0.6339285714285714,497,574,0
R2_published,0.15,0.46579194001874413,1.0,0.6355498721227621,497,570,0
R2_published,0.16,0.4666666666666667,1.0,0.6363636363636364,497,568,0
R2_published,0.17,0.467984934086629,1.0,0.6375881975625401,497,565,0
R2_published,0.18,0.46975425330812853,1.0,0.6392282958199357,497,561,0
R2_published,0.19,0.46975425330812853,1.0,0.6392282958199357,497,561,0
R2_published,0.2,0.47651006711409394,1.0,0.6454545454545454,497,546,0
R2_published,0.21,0.47742555235350626,1.0,0.64629388816645,497,544,0
R2_published,0.22,0.4778846153846154,1.0,0.6467143786597267,497,543,0
R2_published,0.23,0.4797297297297297,1.0,0.6484018264840182,497,539,0
R2_published,0.24,0.4801932367149758,1.0,0.6488250652741514,497,538,0
R2_published,0.25,0.4858260019550342,1.0,0.6539473684210526,497,526,0
R2_published,0.26,0.4858260019550342,1.0,0.6539473684210526,497,526,0
R2_published,0.27,0.4858260019550342,1.0,0.6539473684210526,497,526,0
R2_published,0.28,0.4858260019550342,1.0,0.6539473684210526,497,526,0
R2_published,0.29,0.4858260019550342,1.0,0.6539473684210526,497,526,0
R2_published,0.3,0.4858260019550342,1.0,0.6539473684210526,497,526,0
R2_published,0.31,0.4858260019550342,1.0,0.6539473684210526,497,526,0
R2_published,0.32,0.49110671936758893,1.0,0.6587143803843605,497,515,0
R2_published,0.33,0.49159248269040556,1.0,0.6591511936339522,497,514,0
R2_published,0.34,0.4930555555555556,1.0,0.6604651162790698,497,511,0
R2_published,0.35,0.5,1.0,0.6666666666666666,497,497,0
R2_published,0.36,0.502020202020202,1.0,0.6684599865501009,497,493,0
R2_published,0.37,0.496900826446281,0.9678068410462777,0.656655290102389,481,487,16
R2_published,0.38,0.496900826446281,0.9678068410462777,0.656655290102389,481,487,16
R2_published,0.39,0.496900826446281,0.9678068410462777,0.656655290102389,481,487,16
R2_published,0.4,0.496900826446281,0.9678068410462777,0.656655290102389,481,487,16
